Year,Month,Date,GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob,target
1983,5,11,0,188.1,2.5,-5.9,28.6,20.1,27.7,47.8,297.51,990.16,-33.9,1973.5,43.4,5764,,1
1983,5,12,0,438.0,3.3,-4.6,44.5,28.3,28.3,56.6,296.74,995.13,-61.4,1441.4,55.1,5763,,1
1983,5,13,0,140.1,4.4,-1.8,24.2,16.9,28.5,45.4,294.3,985.34,-123.6,302.9,34.8,5723,,1
1983,5,14,0,200.2,3.6,-5.7,36.9,17.9,26.1,44.0,299.14,997.54,-0.2,14.2,47.5,5757,,0
1983,5,15,0,252.9,6.1,-3.0,38.3,21.5,26.7,48.2,298.09,987.63,-109.5,1541.1,53.5,5810,,1
1983,5,25,0,96.9,1.6,-7.6,9.2,11.5,25.9,37.4,299.31,992.6,-14.6,3493.8,34.6,5743,,0
1983,5,26,0,68.4,5.1,-2.9,22.7,8.7,25.7,34.4,296.58,974.84,-70.5,921.3,33.7,5776,,0
1983,5,27,0,80.6,3.8,-5.4,2.0,7.1,24.1,31.2,298.71,971.91,-41.3,2725.8,33.6,5779,,0
1983,5,29,0,163.4,6.6,-3.5,25.0,14.3,27.5,41.8,295.15,877.23,-169.1,1277.0,30.1,5820,,0
1983,5,30,0,231.9,2.1,-9.1,38.1,20.7,29.9,50.6,297.74,902.36,-74.0,5180.5,38.6,5794,,1
1983,5,31,0,35.2,0.7,-8.1,4.6,8.3,27.1,35.4,298.54,961.01,-27.0,3886.3,24.0,5757,,0
1983,6,1,0,158.6,2.0,-7.8,21.8,16.1,24.5,40.6,300.67,989.45,-1.5,4707.9,46.4,5763,,0
1983,6,2,0,202.0,4.1,-5.5,31.7,16.7,24.1,40.8,299.82,982.38,-5.5,3656.2,51.0,5797,,0
1983,6,3,0,260.5,3.8,-6.3,25.4,22.1,27.7,49.8,300.27,987.5,-72.6,3039.0,59.8,5845,,0
1983,6,4,0,242.2,5.9,-3.3,16.2,20.3,23.1,43.4,298.63,982.47,-19.4,0.0,48.1,5826,,1
1983,6,5,0,220.5,6.2,-5.5,33.9,18.7,26.3,45.0,298.58,928.4,-40.5,3199.1,50.1,5807,,1
1983,6,6,0,121.4,5.6,-3.2,17.0,11.7,28.7,40.4,292.78,875.0,-194.4,1144.4,26.5,5757,,0
1983,6,7,0,37.2,7.0,0.9,15.8,5.9,29.7,35.6,285.35,768.77,-727.7,129.3,22.8,5751,,0
1983,6,9,0,48.5,-1.0,-7.0,18.4,10.0,32.1,42.1,293.44,923.93,-212.7,1795.7,23.0,5724,,1
1983,6,10,0,162.6,2.0,-5.3,25.2,18.7,30.9,49.6,296.09,985.21,-161.2,703.3,40.6,5766,,1
1983,6,28,0,263.4,8.0,-0.1,40.1,23.7,23.9,47.6,291.78,887.06,-130.0,8.9,54.1,5753,,1
1983,6,29,0,252.9,6.8,-2.6,37.9,21.9,22.3,44.2,294.02,892.12,-53.4,424.8,56.3,5777,,0
1983,6,30,0,237.3,5.6,-3.4,36.5,21.3,21.3,42.6,298.48,987.59,-3.6,1451.9,65.4,5801,,0
1983,7,1,0,275.4,6.4,-2.7,39.3,22.3,22.3,44.6,299.12,995.59,-1.1,1051.6,69.4,5791,,0
1983,7,2,0,223.7,3.0,-6.0,34.1,19.7,24.5,44.2,298.83,982.44,-8.2,2453.4,53.6,5779,,0
1983,7,6,0,237.5,2.7,-5.9,38.5,22.9,23.7,46.6,297.84,982.53,-3.9,1806.9,56.0,5769,,0
1983,7,7,0,285.8,5.4,0.1,41.3,25.7,25.1,50.8,291.47,915.15,-177.5,45.9,46.8,5762,,1
1983,7,8,0,223.9,4.5,-6.0,39.1,22.3,23.5,45.8,296.78,926.09,-9.4,3367.2,50.2,5752,,1
1983,7,10,0,256.9,3.2,-5.6,35.1,21.9,21.9,43.8,298.48,987.59,-1.9,2403.0,57.5,5765,,0
1983,7,11,0,269.3,4.1,-5.5,36.5,22.5,23.9,46.4,299.51,992.6,-2.7,2688.1,62.3,5809,,0
1983,7,12,0,197.1,3.4,-5.7,28.3,19.1,23.5,42.6,298.63,982.47,-4.7,3468.7,49.3,5800,,0
1983,7,13,0,225.0,4.8,-4.4,27.1,19.5,22.7,42.2,298.54,974.59,-11.7,1999.6,54.2,5816,,0
1983,7,14,0,159.6,3.1,-6.1,26.9,15.9,23.9,39.8,298.97,977.22,-5.4,2625.4,44.0,5784,,0
1983,7,15,0,203.3,5.5,-4.9,30.1,20.1,25.9,46.0,295.96,923.67,-36.6,1269.0,42.9,5794,,0
1983,7,16,0,227.4,6.8,-3.7,31.7,19.3,24.3,43.6,295.91,908.13,-40.3,1336.1,43.6,5804,,0
1983,7,17,0,253.3,6.1,-4.5,37.3,22.3,23.9,46.2,296.64,931.06,-9.3,1368.1,46.4,5778,,1
1983,7,18,0,238.7,6.4,-4.7,40.1,22.1,23.3,45.4,297.51,940.65,-2.1,2214.0,57.2,5774,,0
1983,7,19,0,235.5,8.0,-2.9,34.3,18.3,23.5,41.8,297.03,915.85,-33.4,1604.9,50.8,5793,,0
1983,7,20,0,280.4,10.1,-0.9,33.8,19.0,19.8,38.8,297.31,940.68,-2.7,470.0,57.1,5784,,1
1983,7,21,0,321.9,7.9,-3.4,38.7,21.9,22.9,44.8,297.67,935.84,-16.8,1451.2,63.7,5803,,0
1983,7,22,0,280.6,2.7,-6.0,42.5,24.7,25.3,50.0,298.1,990.13,-17.2,2375.5,67.4,5795,,0
1983,7,23,0,243.6,3.3,-6.2,38.1,23.1,24.5,47.6,299.27,987.53,-7.5,2196.9,65.5,5803,,0
1983,7,24,0,229.2,6.7,-1.5,37.5,19.9,21.1,41.0,297.47,985.12,-12.5,695.2,62.1,5772,,0
1983,7,26,0,266.6,6.0,-2.3,35.9,20.3,20.3,40.6,297.51,990.16,-1.3,732.1,59.6,5775,,1
1983,7,27,0,245.7,7.0,-1.3,36.5,20.7,22.3,43.0,297.08,985.15,-25.5,410.0,63.6,5802,,1
1983,7,28,0,233.1,4.6,-4.6,37.3,21.1,22.1,43.2,298.91,992.6,-0.8,1712.2,62.6,5783,,0
1983,7,29,0,244.2,6.5,-1.7,36.5,20.7,22.9,43.6,297.2,977.4,-45.0,1142.3,60.8,5795,,1
1983,7,30,0,287.3,6.9,-3.3,44.5,22.7,23.5,46.2,300.31,992.57,-33.6,2289.4,80.9,5850,,1
1983,7,31,0,249.3,7.1,-2.3,38.7,20.3,22.3,42.6,299.08,987.56,-3.6,9.8,63.9,5824,,1
1983,8,1,0,255.6,4.1,-5.3,38.9,23.3,23.7,47.0,299.31,991.61,-1.3,3026.9,61.1,5798,,0
1983,8,2,0,255.8,7.3,-3.2,38.1,21.5,21.7,43.2,296.55,947.71,-0.1,1085.9,54.2,5789,,0
1983,8,3,0,250.6,8.1,-3.8,37.5,20.7,20.7,41.4,295.95,949.99,0.0,496.3,46.1,5774,Prob,0
1983,8,4,0,203.2,7.0,-2.2,23.3,17.1,17.5,34.6,294.74,945.43,-0.3,554.7,42.5,5729,,0
1983,8,5,0,258.6,8.3,-1.7,40.3,21.7,21.9,43.6,295.92,940.73,-4.2,642.9,60.3,5746,,0
1983,8,6,0,287.4,8.1,-5.3,38.1,21.3,21.3,42.6,295.15,949.99,0.0,504.1,53.2,5728,Prob,0
1983,8,7,0,290.0,4.0,-4.9,39.1,23.1,26.3,49.4,298.28,987.59,-19.5,1471.7,59.0,5783,,0
1983,8,8,0,259.9,3.7,-5.6,36.3,21.1,23.5,44.6,298.91,992.6,-1.8,2451.1,55.7,5796,,0
1983,8,9,0,307.2,3.5,-5.8,43.9,24.7,24.7,49.4,299.13,995.07,-0.2,2936.7,64.3,5788,,1
1983,8,10,0,246.6,5.3,-4.2,38.3,21.3,23.5,44.8,299.13,995.07,-9.2,2147.3,64.9,5819,,1
1983,8,11,0,242.2,6.4,-4.0,37.7,21.9,22.9,44.8,296.27,933.53,-3.8,2402.1,49.2,5769,,0
1983,8,12,0,304.7,8.7,-0.5,43.3,23.1,25.1,48.2,298.33,995.1,-214.5,215.3,79.3,5864,,0
1983,8,13,0,218.3,7.0,-2.7,32.9,19.5,21.5,41.0,295.06,931.2,-4.8,834.9,46.4,5770,,0
1983,8,14,0,229.2,8.0,-2.0,31.1,20.1,23.1,43.2,294.34,897.61,-114.3,689.5,50.4,5852,,0
1983,8,15,0,248.5,8.7,-2.2,35.9,20.1,20.3,40.4,296.95,947.71,-0.1,668.2,58.9,5812,,0
1983,8,16,0,176.5,7.4,-1.2,19.2,17.1,22.9,40.0,293.12,916.45,-28.1,70.5,30.5,5745,,0
1983,8,17,0,245.6,7.1,-3.8,37.9,21.9,23.3,45.2,297.15,949.99,6.4,1723.0,52.2,5801,Prob,1
1983,8,18,0,335.1,10.6,0.6,35.5,21.3,21.5,42.8,295.04,928.76,-5.9,2.7,54.2,5818,,1
1983,8,20,0,268.7,4.3,-5.5,36.5,22.9,23.5,46.4,299.73,995.07,-0.6,2479.6,60.9,5810,,0
1983,8,21,0,250.5,1.0,-8.4,41.1,23.9,24.5,48.4,299.85,984.94,-1.9,4967.1,61.0,5749,,0
1983,8,22,0,331.0,2.6,-8.2,45.1,25.5,27.1,52.6,297.37,926.01,-12.1,4360.1,55.0,5768,,1
1983,8,23,0,247.1,0.9,-8.9,38.1,22.9,23.9,46.8,300.44,984.91,-2.2,5871.7,61.6,5762,,1
1983,8,24,0,291.8,8.5,-0.7,42.1,21.9,23.1,45.0,298.33,995.1,-76.3,9.4,78.6,5866,,1
1983,8,25,0,274.8,4.5,-4.4,42.9,23.5,25.9,49.4,298.27,985.06,-52.3,1649.3,69.0,5814,,1
1983,8,26,0,258.6,6.6,-2.0,40.7,21.5,23.9,45.4,297.87,985.09,-62.1,517.0,70.6,5798,,1
1983,8,27,0,245.1,7.4,-1.3,38.3,20.1,21.7,41.8,297.89,987.63,-14.2,628.6,67.0,5801,,1
1983,8,28,0,233.8,3.5,-5.5,31.9,20.1,22.1,42.2,299.08,987.56,-1.6,3492.6,52.5,5762,,0
1983,8,29,0,239.4,4.1,-5.0,37.1,21.3,21.9,43.2,298.83,982.44,-2.9,1056.0,61.4,5789,,0
1983,8,30,0,211.1,6.8,-2.2,28.7,16.3,19.7,36.0,298.21,979.9,-4.7,1285.8,53.9,5804,,0
1983,8,31,0,248.1,6.7,-2.6,33.3,19.3,21.9,41.2,298.83,982.44,-4.7,2587.9,56.8,5801,,0
1983,9,1,0,280.7,8.9,-0.9,36.4,19.6,22.6,42.2,299.47,992.47,-101.6,517.7,77.3,5871,,0
1983,9,2,0,275.5,1.9,-7.4,41.7,24.9,25.5,50.4,298.88,987.56,-2.9,3740.2,65.4,5775,,0
1983,9,3,0,235.4,3.6,-5.8,40.7,23.1,25.1,48.2,298.88,987.56,-26.7,1839.8,64.7,5808,,0
1983,9,5,0,222.8,5.9,-3.0,37.9,20.9,20.9,41.8,298.53,995.1,-0.4,1402.5,66.6,5794,,0
1983,9,6,0,282.4,7.8,-2.9,37.7,20.9,21.7,42.6,297.15,947.71,-0.4,1696.6,57.0,5767,,0
1983,9,7,0,281.0,4.6,-3.8,37.7,22.7,23.9,46.6,297.71,990.16,-19.6,1573.4,63.5,5791,,0
1983,9,24,0,235.6,3.6,-5.7,35.3,21.7,24.1,45.8,298.93,995.1,-0.8,1929.1,56.4,5765,,0
1983,9,25,0,231.2,2.8,-6.5,35.1,23.5,25.5,49.0,298.73,995.1,-0.8,3004.5,49.7,5804,,1
1983,9,26,0,174.0,-0.9,-9.8,29.4,20.9,24.5,45.4,299.0,979.84,-4.0,5183.3,41.7,5712,,1
1983,9,27,0,194.2,0.6,-8.6,29.0,21.1,25.5,46.6,299.31,992.6,-0.9,3356.5,41.3,5745,,0
1983,9,28,0,201.7,1.6,-7.3,36.1,22.7,24.5,47.2,298.63,982.47,-22.6,2674.1,60.7,5759,,1
1983,9,29,0,198.8,0.8,-8.0,38.7,22.9,24.7,47.6,298.61,979.87,-5.2,3576.2,56.6,5734,,1
1983,9,30,0,175.4,1.6,-6.9,32.9,20.7,26.7,47.4,297.89,987.63,-8.3,2886.7,45.1,5729,,0
1983,10,1,0,185.5,1.2,-7.2,35.5,21.1,24.1,45.2,298.41,984.8,-4.0,2963.2,49.7,5719,,0
1983,10,2,0,212.4,2.6,-6.5,36.5,21.1,26.1,47.2,298.8,979.84,-13.4,3058.7,53.5,5770,,0
1983,10,3,0,313.4,0.4,-8.8,42.1,25.7,26.3,52.0,298.28,987.59,-2.0,179.4,45.3,5716,,0
1983,10,4,0,234.7,6.5,-2.3,32.5,19.1,22.7,41.8,297.89,987.63,-11.4,634.7,54.3,5799,,0
1983,10,5,0,182.6,4.6,-4.5,29.1,17.9,22.5,40.4,298.71,992.6,-6.1,2586.2,45.7,5782,,0
1983,10,6,0,223.4,2.5,-6.4,39.1,22.9,23.1,46.0,298.38,977.28,-5.1,2849.3,59.3,5757,,0
1983,10,7,0,166.8,4.3,-4.9,32.5,16.3,23.5,39.8,298.93,995.1,-0.8,1741.0,54.2,5762,,1
1983,10,8,0,196.8,3.7,-3.6,32.3,19.1,20.1,39.2,296.28,985.18,-1.8,1289.9,49.9,5699,,1
1983,10,9,0,284.9,7.5,-1.3,36.7,19.9,20.3,40.2,298.14,997.57,-0.2,239.5,67.9,5779,,0
1983,10,10,0,248.8,1.1,-7.5,37.7,22.9,23.9,46.8,297.96,974.69,-6.2,2794.1,54.5,5739,,1
1983,10,11,0,232.4,2.2,-6.2,30.9,22.1,24.9,47.0,297.62,979.97,-8.2,3297.3,46.8,5759,,1
1983,10,12,0,178.8,4.8,-2.6,33.9,19.1,22.3,41.4,295.87,982.68,-8.1,969.6,50.1,5742,,1
1983,10,13,0,134.2,2.5,-5.5,22.2,16.1,26.1,42.2,297.08,985.15,-3.0,2.3,38.5,5757,,1
1983,10,14,0,162.6,5.2,-2.6,21.0,15.9,22.1,38.0,296.66,982.62,-8.1,1302.9,38.6,5756,,0
1983,10,15,0,57.5,1.8,-3.6,17.2,10.9,22.5,33.4,293.24,947.98,-26.5,0.0,29.1,5663,,0
1983,10,16,0,132.1,9.9,4.3,11.0,9.1,21.1,30.2,292.27,948.23,-138.8,3.9,36.8,5760,,0
1983,10,17,0,78.8,11.5,7.1,-2.0,4.7,19.7,24.4,290.03,925.16,-177.3,43.8,30.8,5738,,0
1983,10,18,0,25.2,8.7,3.8,-1.4,0.6,18.9,19.5,291.45,956.8,-61.9,307.3,22.2,5703,,0
1983,10,19,0,115.0,8.0,2.7,4.4,13.1,18.5,31.6,292.69,980.42,-18.2,89.3,30.8,5706,,0
1983,10,20,0,179.5,10.5,5.5,10.2,15.5,20.5,36.0,291.21,954.09,0.0,0.0,38.1,5759,,0
1983,10,21,0,167.3,5.6,-0.2,30.5,18.9,23.7,42.6,292.6,945.27,-94.9,176.2,37.3,5726,,0
1983,10,22,0,222.9,6.5,-1.1,35.5,21.9,22.9,44.8,295.91,987.75,-31.0,501.7,55.4,5748,,1
1983,10,23,0,266.7,1.1,-7.4,35.1,25.1,26.3,51.4,296.78,974.81,-12.8,2860.7,50.5,5799,,0
1983,10,24,0,38.8,2.4,-5.4,19.3,-7.2,26.5,19.3,295.93,969.62,-33.7,1307.3,43.8,5763,,1
1983,10,25,0,160.4,3.9,-2.9,30.3,17.1,24.1,41.2,294.59,972.46,-24.3,718.5,38.3,5716,,1
1983,10,26,0,44.6,10.1,5.7,9.6,5.5,23.5,29.0,288.17,913.25,0.0,0.0,32.0,5740,,0
1983,10,27,0,96.5,10.4,8.3,13.6,11.9,22.3,34.2,283.54,881.52,0.0,0.0,25.6,5699,,0
1983,10,28,0,58.2,7.3,4.1,17.4,5.0,24.7,29.7,286.84,920.12,0.0,0.0,24.5,5686,,0
1983,10,29,0,81.6,7.8,5.4,21.4,13.3,26.5,39.8,285.59,923.69,0.0,0.0,24.2,5709,,0
1983,10,30,0,51.8,9.2,4.9,11.6,7.7,24.3,32.0,289.19,948.99,0.0,0.0,30.0,5715,,0
1983,10,31,0,215.0,5.5,0.2,35.1,22.1,28.3,50.4,291.12,948.5,-302.3,3.6,36.5,5747,,0
1983,11,1,0,42.7,5.0,-1.5,23.5,7.4,28.1,35.5,294.68,995.54,-181.5,318.4,32.0,5764,,0
1983,11,2,0,64.4,3.3,-2.3,24.5,11.3,27.5,38.8,292.79,970.05,-97.3,418.9,29.3,5695,,0
1983,11,3,0,94.7,8.1,3.1,10.4,9.5,23.5,33.0,290.81,942.86,0.0,0.0,25.5,5744,,0
1983,11,4,0,128.2,10.2,6.7,7.6,13.5,19.1,32.6,286.95,916.95,0.0,0.0,26.9,5813,,0
1983,11,6,0,148.1,6.2,1.5,31.9,18.7,24.1,42.8,290.97,951.37,-108.2,26.5,36.3,5709,,0
1983,11,7,0,134.7,7.1,2.6,23.8,16.7,23.7,40.4,289.41,931.44,0.0,0.0,33.0,5723,,0
1983,11,8,0,44.6,4.9,-2.0,11.6,7.4,26.7,34.1,286.76,904.07,0.0,0.0,16.4,5692,,0
1983,11,9,0,208.7,6.6,1.5,33.7,21.7,22.5,44.2,291.72,962.2,0.0,0.0,44.4,5745,,0
1983,11,10,0,119.1,7.9,3.2,14.4,12.7,22.7,35.4,290.48,957.02,0.0,0.0,30.4,5730,,0
1983,11,11,0,91.5,7.6,3.0,10.2,13.3,21.1,34.4,290.64,970.35,-56.0,33.7,29.8,5708,,0
1983,11,12,0,92.0,8.5,-0.4,13.8,15.3,21.3,36.6,286.24,935.47,-147.2,0.0,22.2,5685,,0
1983,11,13,0,25.2,8.4,6.6,12.4,11.1,25.3,36.4,285.39,941.51,0.0,0.0,25.6,5665,,0
1983,11,15,0,105.0,7.8,4.8,23.1,16.1,20.1,36.2,287.17,943.86,0.0,0.0,28.9,5688,,0
1983,11,16,0,89.1,7.4,3.0,19.9,13.5,20.9,34.4,289.28,943.25,0.0,0.0,35.5,5709,,0
1983,11,17,0,119.0,5.8,1.7,21.1,17.5,20.7,38.2,289.47,970.54,-43.3,13.5,29.8,5690,,0
1983,11,18,0,120.9,6.0,2.0,22.5,17.7,21.5,39.2,289.66,970.5,-52.6,2.2,30.5,5667,,0
1983,11,20,0,124.7,5.5,2.1,27.5,18.7,23.3,42.0,288.31,954.73,-87.0,1.9,27.4,5646,,0
1983,11,21,0,92.3,6.3,4.1,24.1,15.3,23.7,39.0,285.4,923.75,0.0,0.0,22.7,5660,,0
1983,11,22,0,151.5,7.1,3.5,23.4,20.5,24.3,44.8,288.57,960.13,0.0,0.0,31.4,5681,,0
1983,11,23,0,200.3,5.7,1.6,34.3,22.7,24.3,47.0,288.99,949.02,0.0,0.0,39.6,5677,,0
1983,11,24,0,162.9,5.3,0.1,22.0,18.5,21.7,40.2,291.72,983.02,-6.7,222.4,37.8,5655,,0
1983,11,25,0,52.7,8.2,3.9,16.2,9.3,22.7,32.0,289.27,954.51,0.0,0.0,35.8,5690,,0
1983,11,26,0,161.9,10.4,7.3,22.8,16.7,21.1,37.8,286.92,941.06,-284.1,17.8,35.9,5706,,0
1983,11,27,0,130.6,8.3,6.1,24.4,18.1,23.5,41.6,286.66,963.15,0.0,0.0,35.5,5642,,0
1983,11,28,0,65.5,7.2,5.2,21.8,16.1,22.5,38.6,286.14,952.5,0.0,0.0,29.4,5621,,0
1983,11,29,0,94.8,11.3,8.7,19.0,12.9,19.1,32.0,286.18,932.54,0.0,0.0,34.9,5666,,0
1983,11,30,0,82.1,9.6,7.3,6.8,12.5,20.7,33.2,286.63,960.49,0.0,0.0,31.5,5647,,0
1983,12,1,0,122.5,9.1,9.2,6.6,16.7,21.7,38.4,284.75,967.18,0.0,0.0,32.2,5633,,0
1983,12,2,0,64.4,7.9,7.1,0.0,13.5,21.1,34.6,283.18,918.47,0.0,0.0,23.0,5621,,0
1983,12,3,0,123.6,10.9,9.8,0.6,14.9,19.1,34.0,282.99,918.56,0.0,0.0,25.8,5668,,0
1983,12,4,0,136.0,12.0,9.9,-2.0,14.1,18.1,32.2,285.2,941.57,0.0,0.0,31.3,5685,,0
1983,12,5,0,62.1,12.0,11.4,-6.8,3.4,19.7,23.1,284.12,963.61,0.0,0.0,24.6,5664,,0
1983,12,6,0,88.3,13.8,13.0,-8.0,12.3,16.3,28.6,284.12,963.61,0.0,0.0,28.3,5694,,0
1983,12,7,0,46.6,14.0,14.0,-9.0,4.0,18.7,22.7,282.13,942.46,0.0,0.0,25.0,5685,,0
1983,12,8,0,48.9,14.3,13.3,-8.2,8.7,17.7,26.4,283.51,944.87,0.0,0.0,28.3,5716,,0
1983,12,9,0,29.1,15.4,14.6,-11.0,4.0,15.1,19.1,284.49,960.92,0.0,0.0,26.8,5661,,0
1983,12,10,0,46.6,9.7,8.3,-1.0,5.6,25.7,31.3,284.88,960.86,0.0,0.0,21.6,5706,,0
1983,12,11,0,80.6,12.1,10.7,-3.8,11.9,21.3,33.2,284.24,941.85,0.0,0.0,22.2,5706,,0
1983,12,12,0,48.5,10.9,9.8,-0.4,6.8,22.7,29.5,284.69,960.89,0.0,0.0,17.4,5681,,0
1983,12,13,0,52.4,10.7,10.6,6.0,5.6,24.7,30.3,282.19,925.0,0.0,0.0,17.6,5645,,0
1983,12,14,0,25.2,11.9,10.5,4.6,9.1,25.3,34.4,284.24,941.85,0.0,0.0,18.2,5702,,0
1983,12,15,0,44.6,13.1,13.0,6.4,9.7,24.5,34.2,282.28,939.59,0.0,0.0,15.3,5685,,0
1983,12,16,0,79.9,9.9,9.3,6.0,12.3,22.9,35.2,284.21,952.96,0.0,0.0,17.8,5642,,0
1983,12,17,0,64.0,12.6,12.8,3.8,10.1,22.5,32.6,281.74,931.11,0.0,0.0,15.5,5659,,0
1983,12,18,0,115.5,10.3,10.5,7.0,15.3,23.1,38.4,282.59,947.89,0.0,0.0,19.2,5641,,0
1983,12,19,0,79.5,12.3,13.4,2.6,2.4,21.1,23.5,282.19,966.54,0.0,0.0,14.9,5633,,0
1983,12,20,0,128.8,13.4,13.2,3.6,10.7,20.3,31.0,283.47,955.83,0.0,0.0,20.8,5664,,0
1983,12,21,0,123.3,13.2,11.6,1.8,10.1,17.3,27.4,285.4,955.4,0.0,0.0,23.6,5682,,0
1983,12,22,0,91.5,13.8,13.3,-0.8,8.7,18.5,27.2,284.76,971.24,0.0,0.0,23.0,5652,,0
1983,12,23,0,157.7,13.8,12.4,3.4,13.9,19.1,33.0,284.71,947.34,0.0,0.0,26.2,5687,,0
1983,12,24,0,96.8,14.5,13.7,-4.0,8.1,18.1,26.2,281.28,886.4,0.0,0.0,19.1,5711,,0
1983,12,25,0,75.7,11.5,9.3,-3.6,4.8,18.7,23.5,287.16,978.47,0.0,0.0,22.0,5663,,0
1983,12,26,0,167.1,9.3,7.4,23.3,15.7,17.3,33.0,287.57,983.35,-4.5,49.1,34.6,5589,,0
1983,12,27,0,227.9,4.4,2.7,17.0,22.1,23.3,45.4,287.97,988.2,0.0,0.0,33.6,5594,,0
1983,12,29,0,79.5,13.0,14.2,5.0,-5.2,20.1,14.9,283.0,990.83,0.0,0.0,25.0,5608,,0
1983,12,30,0,110.6,16.6,17.6,-3.4,7.5,13.9,21.4,282.63,978.96,0.0,0.0,28.9,5643,,0
1983,12,31,0,87.3,18.6,20.2,-3.4,2.2,13.5,15.7,280.99,961.62,0.0,0.0,29.3,5641,,0
1984,1,2,0,62.1,12.4,13.3,18.5,1.2,22.1,23.3,281.75,958.88,0.0,0.0,26.4,5658,,0
1984,1,3,0,209.1,8.0,6.7,34.3,23.1,23.5,46.6,285.7,965.93,0.0,0.0,37.4,5612,,0
1984,1,4,0,107.2,16.4,16.2,20.1,11.3,16.5,27.8,283.21,976.43,0.0,0.0,39.9,5740,,0
1984,1,5,0,46.6,11.3,11.9,21.7,11.4,19.1,30.5,283.21,973.95,0.0,0.0,30.0,5613,,0
1984,1,6,0,107.8,15.9,15.2,6.4,9.3,19.3,28.6,283.88,958.42,0.0,0.0,31.4,5693,,0
1984,1,7,0,90.0,12.1,11.7,19.8,11.5,21.3,32.8,284.07,958.36,0.0,0.0,26.2,5627,,0
1984,1,8,0,75.7,16.4,16.4,12.2,4.8,16.5,21.3,283.59,971.39,0.0,0.0,21.4,5655,,0
1984,1,9,0,170.2,10.3,9.5,10.6,18.5,19.7,38.2,282.92,915.48,0.0,0.0,25.6,5635,,0
1984,1,10,0,64.4,9.1,8.1,21.4,12.5,24.5,37.0,284.24,941.85,0.0,0.0,26.5,5649,,0
1984,1,11,0,106.0,15.3,15.4,-2.4,9.1,21.5,30.6,283.15,963.79,0.0,0.0,20.0,5663,,0
1984,1,12,0,106.9,13.2,12.1,-2.8,10.1,16.9,27.0,284.52,947.37,0.0,0.0,20.9,5664,,0
1984,1,13,0,48.5,11.5,10.1,-0.8,-0.8,24.3,23.5,285.76,973.62,0.0,0.0,17.8,5675,,0
1984,1,14,0,194.9,7.9,5.9,21.2,18.9,23.9,42.8,287.77,983.35,0.0,0.0,29.4,5626,,0
1984,1,16,0,137.8,6.3,3.7,21.6,15.3,24.1,39.4,288.13,975.85,0.0,0.0,24.8,5629,,0
1984,1,17,0,231.6,10.8,6.0,19.2,16.3,19.5,35.8,290.15,999.98,0.0,0.0,36.8,5672,Prob,0
1984,1,18,0,124.2,16.7,19.1,5.6,-3.8,17.1,13.3,280.19,959.21,0.0,0.0,23.7,5615,,0
1984,1,19,0,106.7,15.8,17.4,-0.2,4.8,17.9,22.7,282.43,978.99,0.0,0.0,17.6,5611,,0
1984,1,20,0,189.1,11.8,9.9,9.6,15.3,17.1,32.4,287.57,985.79,0.0,0.0,29.5,5618,,0
1984,1,21,0,125.1,11.3,10.4,3.6,12.9,20.1,33.0,285.53,968.55,0.0,0.0,24.3,5642,,0
1984,1,23,0,223.9,6.6,2.3,35.3,22.3,22.3,44.6,291.35,997.63,-44.8,78.9,44.7,5639,,0
1984,1,24,0,112.1,12.9,3.3,21.1,11.5,17.1,28.6,286.35,999.98,0.0,0.0,31.0,5600,Prob,0
1984,1,25,0,89.2,15.0,14.9,13.9,7.2,17.3,24.5,283.54,963.73,0.0,0.0,31.5,5662,,0
1984,1,26,0,98.9,10.6,10.4,13.6,4.4,21.7,26.1,282.94,933.61,0.0,0.0,20.3,5621,,0
1984,1,27,0,119.1,10.2,10.5,15.0,13.3,19.3,32.6,281.86,919.02,0.0,0.0,21.8,5597,,0
1984,1,28,0,196.8,3.4,1.8,34.1,21.1,29.7,50.8,284.24,908.49,0.0,0.0,29.7,5635,,0
1984,1,29,0,223.2,7.8,5.5,29.2,21.3,21.3,42.6,287.68,968.22,0.0,0.0,35.2,5599,,0
1984,1,30,0,144.1,8.1,6.6,22.4,18.5,21.1,39.6,286.31,968.43,0.0,0.0,28.0,5611,,0
1984,1,31,0,85.7,16.0,17.1,10.0,9.3,16.7,26.0,280.22,931.66,0.0,0.0,20.4,5682,,0
1984,2,1,0,75.7,18.7,21.0,4.6,-0.6,15.7,15.1,281.39,976.66,0.0,0.0,22.4,5655,,0
1984,2,2,0,192.1,14.4,12.4,17.8,16.3,18.7,35.0,286.72,970.93,0.0,0.0,33.9,5688,,0
1984,2,3,0,160.6,13.1,14.3,20.6,16.3,17.9,34.2,277.29,847.21,0.0,0.0,28.4,5596,,0
1984,2,4,0,110.7,12.7,10.1,3.4,8.1,19.5,27.6,287.63,962.97,0.0,0.0,22.1,5669,,0
1984,2,5,0,209.5,12.3,9.3,27.3,16.9,16.9,33.8,288.18,960.19,0.0,0.0,34.2,5644,,0
1984,2,6,0,212.5,15.9,16.5,9.2,18.5,19.5,38.0,279.48,894.3,0.0,0.0,20.0,5681,,0
